EID_100001, Durant, Henriette, (024) 777 588 511, henriette.durant@heig-vd.ch, FEMALE, EC, Professeur
EID_100247, Delon, Edgar, (024) 777 438 333, edgar.delon@heig-vd.ch, MALE, EC, Assistant
EID_100248, Clément, Luc, (024) 777 567 779, luc.clement@heig-vd.ch, MALE, DEPG, Administratif
EID_100249, De Decker, Frédéric, (024) 777 694 128, frederic.dedecker@heig-vd.ch, MALE, HEG, Assistant
EID_100250, Belmondo, Carole, (024) 777 421 394, carole.belmondo@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100251, De Villiers, Emil, (024) 777 229 355, emil.devilliers@heig-vd.ch, MALE, HEG, Professeur
EID_100252, Belmondo, Carole, (024) 777 412 620, carole.belmondo@heig-vd.ch, FEMALE, EC, Professeur
EID_100253, Clément, Albert, (024) 777 141 480, albert.clement@heig-vd.ch, MALE, TIN, Assistant
EID_100254, Durant, Marc, (024) 777 758 511, marc.durant@heig-vd.ch, MALE, TIC, Professeur
EID_100255, Dupont, Carole, (024) 777 531 592, carole.dupont@heig-vd.ch, FEMALE, TIC, Administratif
EID_100256, Dupont, Didier, (024) 777 576 657, didier.dupont@heig-vd.ch, MALE, HEG, Assistant
EID_100257, Jones, Lucien, (024) 777 252 323, lucien.jones@heig-vd.ch, MALE, DEPG, Administratif
EID_100258, Bauer, Henriette, (024) 777 316 222, henriette.bauer@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100259, De Villiers, Christine, (024) 777 834 106, christine.devilliers@heig-vd.ch, FEMALE, EC, Professeur
EID_100260, Smith, Danièle, (024) 777 555 803, daniele.smith@heig-vd.ch, FEMALE, TIC, Assistant
EID_100261, Jones, Marc, (024) 777 358 308, marc.jones@heig-vd.ch, MALE, DEPG, Administratif
EID_100262, Durant, Emma, (024) 777 284 637, emma.durant@heig-vd.ch, FEMALE, TIC, Administratif
EID_100263, Bauer, Julie, (024) 777 679 407, julie.bauer@heig-vd.ch, FEMALE, HEG, Professeur
EID_100264, De Villiers, Emilie, (024) 777 597 863, emilie.devilliers@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100265, Dupont, Fabrice, (024) 777 327 170, fabrice.dupont@heig-vd.ch, MALE, HEG, Etudiant
EID_100266, Smith, Dorothé, (024) 777 739 352, dorothe.smith@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100267, Dupond, Dylan, (024) 777 278 520, dylan.dupond@heig-vd.ch, MALE, EC, Professeur
EID_100268, Durant, Guillaume, (024) 777 568 788, guillaume.durant@heig-vd.ch, MALE, TIN, Professeur
EID_100269, Jones, Aurore, (024) 777 617 232, aurore.jones@heig-vd.ch, FEMALE, TIN, Professeur
EID_100270, De Decker, Fabrice, (024) 777 666 520, fabrice.dedecker@heig-vd.ch, MALE, TIC, Assistant
EID_100271, Smith, Emil, (024) 777 374 505, emil.smith@heig-vd.ch, MALE, HEG, Professeur
EID_100272, Simpson, Gontran, (024) 777 420 622, gontran.simpson@heig-vd.ch, MALE, COMEM, Administratif
EID_100273, Dupont, Frédéric, (024) 777 436 435, frederic.dupont@heig-vd.ch, MALE, EC, Assistant
EID_100274, Dupont, Bernard, (024) 777 102 616, bernard.dupont@heig-vd.ch, MALE, TIC, Assistant
EID_100275, Jones, Faustine, (024) 777 460 717, faustine.jones@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100276, De Villiers, Georgette, (024) 777 801 201, georgette.devilliers@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100277, Dupond, Aurore, (024) 777 686 535, aurore.dupond@heig-vd.ch, FEMALE, EC, Administratif
EID_100278, Simpson, Aurore, (024) 777 232 831, aurore.simpson@heig-vd.ch, FEMALE, TIC, Assistant
EID_100279, Belmondo, Dorothé, (024) 777 495 211, dorothe.belmondo@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100280, Dupont, Amélie, (024) 777 821 791, amelie.dupont@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100281, Dupond, Guillaume, (024) 777 684 125, guillaume.dupond@heig-vd.ch, MALE, TIC, Administratif
EID_100282, De Villiers, Danièle, (024) 777 499 486, daniele.devilliers@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100283, Simpson, Frédéric, (024) 777 331 552, frederic.simpson@heig-vd.ch, MALE, EC, Assistant
EID_100284, Durant, Faustine, (024) 777 570 749, faustine.durant@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100285, Smith, Georgette, (024) 777 823 848, georgette.smith@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100286, Jones, Julien, (024) 777 181 360, julien.jones@heig-vd.ch, MALE, TIN, Professeur
EID_100287, Bauer, Julien, (024) 777 679 561, julien.bauer@heig-vd.ch, MALE, EC, Etudiant
EID_100288, Belmondo, Anne, (024) 777 824 547, anne.belmondo@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100289, Durant, Gilles, (024) 777 397 177, gilles.durant@heig-vd.ch, MALE, COMEM, Administratif
EID_100290, Belmondo, Charles, (024) 777 689 291, charles.belmondo@heig-vd.ch, MALE, TIC, Administratif
EID_100291, Dupont, Fabienne, (024) 777 433 736, fabienne.dupont@heig-vd.ch, FEMALE, TIN, Assistant
EID_100292, Bauer, Faustine, (024) 777 448 365, faustine.bauer@heig-vd.ch, FEMALE, TIC, Administratif
EID_100293, De Decker, Irène, (024) 777 161 177, irene.dedecker@heig-vd.ch, FEMALE, TIN, Professeur
EID_100294, Belmondo, Bryan, (024) 777 353 624, bryan.belmondo@heig-vd.ch, MALE, TIN, Assistant
EID_100295, Dupont, Aurore, (024) 777 734 102, aurore.dupont@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100296, Dupond, Charles, (024) 777 867 249, charles.dupond@heig-vd.ch, MALE, COMEM, Etudiant
EID_100297, Jones, Guillaume, (024) 777 569 814, guillaume.jones@heig-vd.ch, MALE, TIC, Assistant
EID_100298, Delon, Charles, (024) 777 618 695, charles.delon@heig-vd.ch, MALE, TIN, Assistant
EID_100299, Jones, Bryan, (024) 777 728 614, bryan.jones@heig-vd.ch, MALE, HEG, Professeur
EID_100300, De Villiers, Julie, (024) 777 550 262, julie.devilliers@heig-vd.ch, FEMALE, EC, Administratif
EID_100301, Jones, Bernard, (024) 777 169 600, bernard.jones@heig-vd.ch, MALE, COMEM, Professeur
EID_100302, Clément, Aurore, (024) 777 468 323, aurore.clement@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100303, Durant, Dorothé, (024) 777 242 576, dorothe.durant@heig-vd.ch, FEMALE, TIN, Professeur
EID_100304, Dupont, Jimmy, (024) 777 886 382, jimmy.dupont@heig-vd.ch, MALE, TIN, Etudiant
EID_100305, Dupont, Evelyne, (024) 777 314 618, evelyne.dupont@heig-vd.ch, FEMALE, HEG, Professeur
EID_100306, Dupond, Bernard, (024) 777 559 836, bernard.dupond@heig-vd.ch, MALE, TIC, Administratif
EID_100307, Jones, Aurore, (024) 777 355 502, aurore.jones@heig-vd.ch, FEMALE, TIN, Administratif
EID_100308, De Villiers, Bryan, (024) 777 746 498, bryan.devilliers@heig-vd.ch, MALE, TIN, Professeur
EID_100309, Durant, Emma, (024) 777 278 381, emma.durant@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100310, De Villiers, Georgette, (024) 777 406 895, georgette.devilliers@heig-vd.ch, FEMALE, HEG, Professeur
EID_100311, Durant, Marc, (024) 777 265 685, marc.durant@heig-vd.ch, MALE, TIN, Etudiant
EID_100312, Simpson, Evelyne, (024) 777 200 309, evelyne.simpson@heig-vd.ch, FEMALE, HEG, Professeur
EID_100313, Smith, Marc, (024) 777 873 765, marc.smith@heig-vd.ch, MALE, TIC, Etudiant
EID_100314, Dupont, Julien, (024) 777 589 474, julien.dupont@heig-vd.ch, MALE, HEG, Administratif
EID_100315, De Decker, Irène, (024) 777 118 484, irene.dedecker@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100316, De Decker, Gontran, (024) 777 163 695, gontran.dedecker@heig-vd.ch, MALE, TIC, Professeur
EID_100317, Dupont, Evelyne, (024) 777 124 832, evelyne.dupont@heig-vd.ch, FEMALE, TIC, Assistant
EID_100318, Dupond, Faustine, (024) 777 543 656, faustine.dupond@heig-vd.ch, FEMALE, TIC, Assistant
EID_100319, De Decker, Julie, (024) 777 881 336, julie.dedecker@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100320, Belmondo, Carole, (024) 777 614 748, carole.belmondo@heig-vd.ch, FEMALE, TIN, Administratif
EID_100321, De Villiers, Emil, (024) 777 568 465, emil.devilliers@heig-vd.ch, MALE, DEPG, Assistant
EID_100322, Durant, Emilie, (024) 777 682 538, emilie.durant@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100323, Marchand, Guillaume, (024) 777 740 552, guillaume.marchand@heig-vd.ch, MALE, EC, Professeur
EID_100324, Bauer, Fabienne, (024) 777 716 313, fabienne.bauer@heig-vd.ch, FEMALE, TIN, Administratif
EID_100325, Clément, Frédéric, (024) 777 697 296, frederic.clement@heig-vd.ch, MALE, COMEM, Administratif
EID_100326, De Villiers, Julien, (024) 777 135 792, julien.devilliers@heig-vd.ch, MALE, TIC, Assistant
EID_100327, Jones, Christine, (024) 777 460 359, christine.jones@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100328, Delon, Emil, (024) 777 806 511, emil.delon@heig-vd.ch, MALE, DEPG, Administratif
EID_100329, Delon, Anne, (024) 777 263 260, anne.delon@heig-vd.ch, FEMALE, EC, Administratif
EID_100330, Durant, Faustine, (024) 777 329 628, faustine.durant@heig-vd.ch, FEMALE, TIN, Administratif
EID_100331, De Decker, Gontran, (024) 777 503 800, gontran.dedecker@heig-vd.ch, MALE, TIC, Administratif
EID_100332, De Villiers, Emma, (024) 777 406 317, emma.devilliers@heig-vd.ch, FEMALE, TIN, Professeur
EID_100333, Jones, Gontran, (024) 777 856 778, gontran.jones@heig-vd.ch, MALE, TIN, Assistant
EID_100334, De Villiers, Irène, (024) 777 737 271, irene.devilliers@heig-vd.ch, FEMALE, EC, Etudiant
EID_100335, Simpson, Cédric, (024) 777 416 498, cedric.simpson@heig-vd.ch, MALE, COMEM, Etudiant
EID_100336, Dupond, Dorothé, (024) 777 637 604, dorothe.dupond@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100337, De Villiers, Julie, (024) 777 702 431, julie.devilliers@heig-vd.ch, FEMALE, HEG, Assistant
EID_100338, Marchand, Carole, (024) 777 770 260, carole.marchand@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100339, Bauer, Bernard, (024) 777 888 563, bernard.bauer@heig-vd.ch, MALE, DEPG, Administratif
EID_100340, Marchand, Albert, (024) 777 750 256, albert.marchand@heig-vd.ch, MALE, EC, Assistant
EID_100341, Dupont, Gontran, (024) 777 289 173, gontran.dupont@heig-vd.ch, MALE, EC, Administratif
EID_100342, De Decker, Carole, (024) 777 280 156, carole.dedecker@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100343, Clément, Christine, (024) 777 151 272, christine.clement@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100344, De Villiers, Dorothé, (024) 777 631 229, dorothe.devilliers@heig-vd.ch, FEMALE, HEG, Assistant
EID_100345, Bauer, Cédric, (024) 777 505 338, cedric.bauer@heig-vd.ch, MALE, DEPG, Assistant
EID_100346, Smith, Julie, (024) 777 339 411, julie.smith@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100347, De Decker, Gilles, (024) 777 251 396, gilles.dedecker@heig-vd.ch, MALE, COMEM, Professeur
EID_100348, Dupont, Anne, (024) 777 877 163, anne.dupont@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100349, Bauer, Fabien, (024) 777 187 847, fabien.bauer@heig-vd.ch, MALE, EC, Professeur
EID_100350, Clément, Amélie, (024) 777 363 380, amelie.clement@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100351, Dupont, Albert, (024) 777 712 299, albert.dupont@heig-vd.ch, MALE, TIN, Etudiant
EID_100352, Delon, Frédéric, (024) 777 475 600, frederic.delon@heig-vd.ch, MALE, HEG, Assistant
EID_100353, Dupont, Jimmy, (024) 777 594 772, jimmy.dupont@heig-vd.ch, MALE, TIN, Etudiant
EID_100354, Jones, Edgar, (024) 777 831 548, edgar.jones@heig-vd.ch, MALE, HEG, Professeur
EID_100355, Jones, Carine, (024) 777 542 594, carine.jones@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100356, Marchand, Albert, (024) 777 642 117, albert.marchand@heig-vd.ch, MALE, HEG, Administratif
EID_100357, Clément, Carine, (024) 777 308 714, carine.clement@heig-vd.ch, FEMALE, HEG, Administratif
EID_100358, Dupont, Edgar, (024) 777 803 266, edgar.dupont@heig-vd.ch, MALE, DEPG, Etudiant
EID_100359, Jones, Cédric, (024) 777 677 283, cedric.jones@heig-vd.ch, MALE, HEG, Assistant
EID_100360, Delon, Julie, (024) 777 578 701, julie.delon@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100361, Bauer, Fabrice, (024) 777 205 345, fabrice.bauer@heig-vd.ch, MALE, HEG, Professeur
EID_100362, Marchand, Evelyne, (024) 777 560 100, evelyne.marchand@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100363, De Villiers, Lucien, (024) 777 298 549, lucien.devilliers@heig-vd.ch, MALE, TIN, Administratif
EID_100364, De Decker, Edgar, (024) 777 101 877, edgar.dedecker@heig-vd.ch, MALE, TIN, Administratif
EID_100365, Delon, Dorothé, (024) 777 890 346, dorothe.delon@heig-vd.ch, FEMALE, HEG, Administratif
EID_100366, Bauer, Didier, (024) 777 393 657, didier.bauer@heig-vd.ch, MALE, TIN, Professeur
EID_100367, Clément, Edgar, (024) 777 812 463, edgar.clement@heig-vd.ch, MALE, COMEM, Professeur
EID_100368, Jones, Danièle, (024) 777 553 499, daniele.jones@heig-vd.ch, FEMALE, TIN, Administratif
EID_100369, Marchand, Fabienne, (024) 777 278 363, fabienne.marchand@heig-vd.ch, FEMALE, EC, Administratif
EID_100370, Dupont, Edgar, (024) 777 436 762, edgar.dupont@heig-vd.ch, MALE, DEPG, Professeur
EID_100371, Clément, Georgette, (024) 777 129 235, georgette.clement@heig-vd.ch, FEMALE, TIN, Professeur
EID_100372, Simpson, Bernadette, (024) 777 494 409, bernadette.simpson@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100373, De Decker, Emil, (024) 777 504 682, emil.dedecker@heig-vd.ch, MALE, DEPG, Administratif
EID_100374, Clément, Brigitte, (024) 777 710 122, brigitte.clement@heig-vd.ch, FEMALE, HEG, Professeur
EID_100375, Delon, Bryan, (024) 777 593 715, bryan.delon@heig-vd.ch, MALE, DEPG, Assistant
EID_100376, Bauer, Cédric, (024) 777 648 147, cedric.bauer@heig-vd.ch, MALE, TIN, Professeur
EID_100377, Clément, Faustine, (024) 777 585 848, faustine.clement@heig-vd.ch, FEMALE, TIC, Assistant
EID_100378, Bauer, Guillaume, (024) 777 737 585, guillaume.bauer@heig-vd.ch, MALE, HEG, Assistant
EID_100379, De Decker, Danièle, (024) 777 719 530, daniele.dedecker@heig-vd.ch, FEMALE, TIC, Assistant
EID_100380, Jones, Aurore, (024) 777 896 538, aurore.jones@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100381, Dupond, Frédéric, (024) 777 302 466, frederic.dupond@heig-vd.ch, MALE, HEG, Assistant
EID_100382, De Villiers, Bernard, (024) 777 330 332, bernard.devilliers@heig-vd.ch, MALE, HEG, Assistant
EID_100383, Belmondo, Edgar, (024) 777 342 510, edgar.belmondo@heig-vd.ch, MALE, DEPG, Professeur
EID_100384, Smith, Bernard, (024) 777 383 685, bernard.smith@heig-vd.ch, MALE, TIN, Etudiant
EID_100385, Belmondo, Cédric, (024) 777 371 132, cedric.belmondo@heig-vd.ch, MALE, COMEM, Professeur
EID_100386, Simpson, Frédéric, (024) 777 880 639, frederic.simpson@heig-vd.ch, MALE, HEG, Assistant
EID_100387, De Villiers, Irène, (024) 777 766 856, irene.devilliers@heig-vd.ch, FEMALE, TIC, Administratif
EID_100388, Jones, Fabienne, (024) 777 858 532, fabienne.jones@heig-vd.ch, FEMALE, EC, Etudiant
EID_100389, Jones, Faustine, (024) 777 547 364, faustine.jones@heig-vd.ch, FEMALE, EC, Professeur
EID_100390, Clément, Marc, (024) 777 678 647, marc.clement@heig-vd.ch, MALE, TIN, Etudiant
EID_100391, De Decker, Faustine, (024) 777 473 721, faustine.dedecker@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100392, Bauer, Julie, (024) 777 845 768, julie.bauer@heig-vd.ch, FEMALE, TIN, Assistant
EID_100393, Jones, Georgette, (024) 777 483 290, georgette.jones@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100394, Belmondo, Julien, (024) 777 286 403, julien.belmondo@heig-vd.ch, MALE, TIC, Etudiant
EID_100395, Clément, Fabrice, (024) 777 880 852, fabrice.clement@heig-vd.ch, MALE, HEG, Professeur
EID_100396, Belmondo, Julie, (024) 777 406 258, julie.belmondo@heig-vd.ch, FEMALE, TIC, Administratif
EID_100397, Dupont, Albert, (024) 777 276 119, albert.dupont@heig-vd.ch, MALE, TIC, Etudiant
EID_100398, Delon, Henriette, (024) 777 889 611, henriette.delon@heig-vd.ch, FEMALE, TIN, Administratif
EID_100399, Marchand, Fabrice, (024) 777 795 475, fabrice.marchand@heig-vd.ch, MALE, TIN, Administratif
EID_100400, Delon, Gilles, (024) 777 480 145, gilles.delon@heig-vd.ch, MALE, TIN, Assistant
EID_100401, Bauer, Julien, (024) 777 348 847, julien.bauer@heig-vd.ch, MALE, TIN, Administratif
EID_100402, De Villiers, Julie, (024) 777 246 682, julie.devilliers@heig-vd.ch, FEMALE, TIC, Assistant
EID_100403, Belmondo, Amélie, (024) 777 459 158, amelie.belmondo@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100404, Dupont, Georgette, (024) 777 139 512, georgette.dupont@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100405, Bauer, Charles, (024) 777 794 875, charles.bauer@heig-vd.ch, MALE, EC, Administratif
EID_100406, Clément, Lucien, (024) 777 888 421, lucien.clement@heig-vd.ch, MALE, TIN, Etudiant
EID_100407, Marchand, Amélie, (024) 777 577 853, amelie.marchand@heig-vd.ch, FEMALE, TIN, Professeur
EID_100408, Belmondo, Gilles, (024) 777 826 809, gilles.belmondo@heig-vd.ch, MALE, TIN, Professeur
EID_100409, Marchand, Henri, (024) 777 187 206, henri.marchand@heig-vd.ch, MALE, COMEM, Assistant
EID_100410, Bauer, Carole, (024) 777 461 186, carole.bauer@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100411, Durant, Didier, (024) 777 372 227, didier.durant@heig-vd.ch, MALE, HEG, Assistant
EID_100412, De Villiers, Amélie, (024) 777 369 363, amelie.devilliers@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100413, Smith, Anne, (024) 777 250 226, anne.smith@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100414, Simpson, Gilles, (024) 777 881 825, gilles.simpson@heig-vd.ch, MALE, TIC, Assistant
EID_100415, Dupont, Carole, (024) 777 296 225, carole.dupont@heig-vd.ch, FEMALE, EC, Professeur
EID_100416, De Villiers, Fabienne, (024) 777 449 131, fabienne.devilliers@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100417, Simpson, Charles, (024) 777 629 457, charles.simpson@heig-vd.ch, MALE, COMEM, Administratif
EID_100418, Dupont, Albert, (024) 777 182 178, albert.dupont@heig-vd.ch, MALE, HEG, Professeur
EID_100419, Belmondo, Amélie, (024) 777 465 235, amelie.belmondo@heig-vd.ch, FEMALE, EC, Administratif
EID_100420, Clément, Emil, (024) 777 853 321, emil.clement@heig-vd.ch, MALE, COMEM, Etudiant
EID_100421, Belmondo, Henri, (024) 777 374 534, henri.belmondo@heig-vd.ch, MALE, DEPG, Etudiant
EID_100422, Delon, Georgette, (024) 777 855 148, georgette.delon@heig-vd.ch, FEMALE, TIC, Administratif
EID_100423, De Villiers, Anne, (024) 777 608 628, anne.devilliers@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100424, Simpson, Gilles, (024) 777 307 118, gilles.simpson@heig-vd.ch, MALE, HEG, Assistant
EID_100425, Delon, Christine, (024) 777 890 190, christine.delon@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100426, Durant, Henriette, (024) 777 425 542, henriette.durant@heig-vd.ch, FEMALE, TIN, Professeur
EID_100427, Marchand, Fabrice, (024) 777 314 223, fabrice.marchand@heig-vd.ch, MALE, DEPG, Assistant
EID_100428, Dupont, Cédric, (024) 777 460 351, cedric.dupont@heig-vd.ch, MALE, TIN, Assistant
EID_100429, Clément, Lucien, (024) 777 254 862, lucien.clement@heig-vd.ch, MALE, COMEM, Professeur
EID_100430, Marchand, Evelyne, (024) 777 691 701, evelyne.marchand@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100431, Durant, Charles, (024) 777 639 777, charles.durant@heig-vd.ch, MALE, COMEM, Etudiant
EID_100432, De Decker, Carole, (024) 777 813 297, carole.dedecker@heig-vd.ch, FEMALE, HEG, Assistant
EID_100433, Dupont, Charles, (024) 777 108 187, charles.dupont@heig-vd.ch, MALE, TIC, Assistant
EID_100434, Bauer, Guillaume, (024) 777 768 445, guillaume.bauer@heig-vd.ch, MALE, DEPG, Etudiant
EID_100435, Smith, Gontran, (024) 777 646 727, gontran.smith@heig-vd.ch, MALE, EC, Assistant
EID_100436, Delon, Fabienne, (024) 777 332 370, fabienne.delon@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100437, Durant, Julie, (024) 777 208 675, julie.durant@heig-vd.ch, FEMALE, EC, Administratif
EID_100438, Marchand, Carine, (024) 777 867 242, carine.marchand@heig-vd.ch, FEMALE, TIC, Assistant
EID_100439, Smith, Fabrice, (024) 777 338 303, fabrice.smith@heig-vd.ch, MALE, TIN, Assistant
EID_100440, Bauer, Julien, (024) 777 622 367, julien.bauer@heig-vd.ch, MALE, DEPG, Administratif
EID_100441, De Villiers, Bernadette, (024) 777 180 614, bernadette.devilliers@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100442, Smith, Cédric, (024) 777 427 172, cedric.smith@heig-vd.ch, MALE, COMEM, Assistant
EID_100443, Belmondo, Georgette, (024) 777 648 425, georgette.belmondo@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100444, De Villiers, Jimmy, (024) 777 667 624, jimmy.devilliers@heig-vd.ch, MALE, TIN, Etudiant
EID_100445, De Decker, Carole, (024) 777 642 447, carole.dedecker@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100446, Smith, Didier, (024) 777 775 375, didier.smith@heig-vd.ch, MALE, EC, Professeur
EID_100447, Delon, Irène, (024) 777 607 826, irene.delon@heig-vd.ch, FEMALE, TIN, Assistant
EID_100448, Dupond, Jimmy, (024) 777 203 518, jimmy.dupond@heig-vd.ch, MALE, TIN, Assistant
EID_100449, Dupond, Emma, (024) 777 700 581, emma.dupond@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100450, Smith, Anne, (024) 777 698 103, anne.smith@heig-vd.ch, FEMALE, TIC, Administratif
EID_100451, Dupont, Henriette, (024) 777 193 684, henriette.dupont@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100452, Bauer, Emilie, (024) 777 688 388, emilie.bauer@heig-vd.ch, FEMALE, EC, Administratif
EID_100453, Belmondo, Emma, (024) 777 152 524, emma.belmondo@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100454, Durant, Danièle, (024) 777 624 746, daniele.durant@heig-vd.ch, FEMALE, HEG, Assistant
EID_100455, Delon, Fabienne, (024) 777 720 848, fabienne.delon@heig-vd.ch, FEMALE, DEPG, Assistant
